property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Shapoorji Pallonji Joyville,Sector 102,1.26,10370,2,2,3,east,Relatively New,1100,0,0,0,0,0,Un-furnished,Average,Mid-rise
flat,Navjyoti Apartment,Sector 38,2.1,11938,4,4,3+,north,Old,1942,0,0,0,0,0,Furnished,Low,High-rise
flat,Ramsons Kshitij,Sector 95,0.33,3911,2,2,1,south,New Property,844,0,0,0,0,1,Un-furnished,Medium,High-rise
house,Independent,Sector 47,6.09,33677,3,1,3,west,Moderately Old,1808,0,0,0,1,0,Furnished,Average,Mid-rise
flat,Sobha City,Sector 108,2.4,17378,2,2,2,north-east,New Property,1250,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Bestech Park View Ananda,Sector 81,1.35,7541,3,3,3+,north-east,Moderately Old,1434,0,0,1,0,0,Un-furnished,Medium,High-rise
flat,Ireo The Grand Arch,Sector 58,4.0,18484,3,4,3,north-west,Old,1958,0,1,0,0,0,Un-furnished,Average,Mid-rise
flat,DLF Trinity Towers,Sector 43,3.8,15510,3,3,3+,south-east,Moderately Old,2450,0,1,0,1,0,Un-furnished,Medium,Low-rise
flat,Sare Homes,Sector 92,0.65,4587,3,3,2,north-east,Relatively New,1564,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Landmark House,Sector 43,2.75,25548,3,3,3,south-east,Moderately Old,1082,0,0,0,1,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 48,8.4,25926,4,4,1,east,Old,3247,0,1,0,1,0,Un-furnished,Low,Low-rise
house,Vatika The Seven Lamps,Sector 82,1.6,6597,4,4,2,north,Moderately Old,2425,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,SS Residency Residency The Leaf,Sector 85,1.93,8075,3,4,3,north-east,Relatively New,2400,0,1,0,0,0,Semi-furnished,High,Mid-rise
flat,Ramprastha Skyz,Sector 37D,1.25,7250,3,3,3+,north-east,New Property,1725,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 7,2.25,15625,3,3,3,north-west,Old,1443,0,0,0,0,0,Un-furnished,Low,Low-rise
flat,M Heights,Sector 65,2.01,13500,2,2,3,north-east,New Property,1477,1,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 23,1.2,6230,3,2,3,east,New Property,1500,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Nbcc Heights,Sector 89,1.5,7058,3,3,3,north-east,Relatively New,1923,1,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,DLF City Plots,Sector 26,17.0,37604,5,2,1,north-west,Old,4527,0,1,1,1,0,Un-furnished,Medium,Low-rise
flat,Ansal Height Height Harmony Homes,Sector 57,1.12,10666,2,2,1,north-east,Old,950,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Capital Residences,Sector 70A,1.1,7586,2,2,3+,north-east,New Property,1312,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Sidhartha Ncr One,Sector 95,0.55,5556,2,2,3,north-east,New Property,990,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Supertech Basera,Sector 79,0.36,7643,2,2,1,north-east,New Property,471,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.75,9449,3,3,3,west,Relatively New,1461,1,1,0,1,1,Semi-furnished,Average,High-rise
flat,Emaar Palm Gardens,Sector 83,1.4,8139,3,3,3,north-west,Relatively New,1383,1,1,1,1,0,Un-furnished,High,Low-rise
flat,The Rama Apartment Cghs,Sector 43,2.5,10204,4,1,3+,east,Moderately Old,2704,0,1,0,0,0,Semi-furnished,Low,Mid-rise
house,Unitech Uniworld Resorts,Sector 33,11.75,23240,5,3,1,east,Relatively New,4527,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Indiabulls Enigma,Sector 110,4.0,9851,4,4,3,north-east,New Property,3350,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,ROF Aalayas,Sector 102,0.45,6000,1,1,2,north-east,Relatively New,750,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Tulip Violet,Sector 69,3.25,10105,4,2,3+,north-east,Relatively New,2910,0,0,0,1,1,Semi-furnished,Low,High-rise
flat,La Vida By Tata Housing,Sector 113,1.75,10489,2,2,3,east,Relatively New,1424,1,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 50,7.0,32354,3,2,0,east,Moderately Old,2164,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,ILD Greens,Sector 37C,1.0,4723,3,3,3,north-east,Relatively New,1629,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,DLF City Plots Phase,Sector 25,6.3,35047,4,4,3,east,Old,1804,0,1,1,0,0,Semi-furnished,Medium,Low-rise
house,Unitech Espace,Sector 50,9.8,30248,4,4,1,north-west,Moderately Old,3210,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,Vatika,Sector 83,0.87,6987,2,2,2,east,Moderately Old,1127,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Emaar Palm Gardens,Sector 83,1.8,9473,3,1,3,west,Relatively New,1546,1,1,1,1,0,Un-furnished,High,Mid-rise
flat,ATS Triumph,Sector 104,2.5,7936,4,4,3+,north-east,New Property,2851,0,1,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 5,3.75,11029,5,2,1,east,Old,3400,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Antriksh Heights,Sector 84,0.85,4927,3,3,3+,north,Relatively New,1561,1,0,0,0,0,Semi-furnished,Average,High-rise
flat,ATS Triumph,Sector 104,2.6,8813,4,4,3+,east,Relatively New,3053,0,1,0,0,0,Un-furnished,High,High-rise
house,Independent,Sector 25,9.0,33312,5,2,2,north,Old,2706,1,1,1,1,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 4,0.61,10495,2,2,1,south-east,Moderately Old,581,0,0,0,0,1,Semi-furnished,Low,Low-rise
flat,Shree Vardhman Victoria,Sector 70,1.75,8974,3,4,2,north-east,Relatively New,1950,0,1,0,1,0,Semi-furnished,Average,High-rise
house,International City By Sobha Phase,Sector 109,5.65,10463,4,4,1,north-east,New Property,5411,0,1,0,0,1,Un-furnished,Average,Low-rise
house,Independent,Sector 17A,1.52,19869,2,2,1,south-east,Old,765,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Skycourt,Sector 86,1.54,9221,3,3,3+,north-west,Relatively New,1780,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Assotech Blith,Sector 99,1.6,6667,3,4,0,north-east,New Property,2400,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Sbr Apartment,Manesar,0.68,4456,3,3,3,north-east,Moderately Old,1526,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Tulip Monsella,Sector 53,7.4,33199,4,4,3,north-east,Under Construction,2460,0,0,0,0,0,Semi-furnished,Average,Skyscraper
flat,Godrej Frontier,Sector 80,1.4,6189,3,4,2,north-west,Moderately Old,1854,0,0,1,1,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 12,2.9,10740,3,4,2,south-west,Old,2700,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Kw Royal Court,Sector 39,2.0,6250,5,4,3,east,Old,3532,0,1,0,0,0,Furnished,Average,Mid-rise
flat,Microtek Greenburg,Sector 86,1.93,8446,3,4,3,east,Relatively New,2068,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Tulip Violet,Sector 69,1.2,8888,2,3,1,north-west,Relatively New,1222,0,0,0,0,0,Semi-furnished,High,Basement/Ground Floor
flat,Smart World Gems,Sector 89,0.9,8159,2,2,2,north-east,New Property,998,1,0,0,0,1,Semi-furnished,Medium,Low-rise
flat,Signature Global Park,Sohna Road,0.95,7850,3,2,3+,east,New Property,1210,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,DLF New Town Heights,Sector 90,1.21,6243,3,3,3+,west,Relatively New,1929,0,1,0,1,0,Semi-furnished,Medium,Mid-rise
flat,HCBS Sports Ville,Sohna Road,0.2,4219,1,1,1,east,New Property,474,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Divya Apartments,Sector 6,0.6,7594,2,2,0,south-west,Relatively New,790,0,0,0,0,0,Un-furnished,Low,Low-rise
flat,Tulip Violet,Sector 69,1.68,8358,4,4,2,north,Relatively New,1819,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 26,18.25,18250,1,3,1,east,Relatively New,10000,1,1,1,1,0,Un-furnished,Medium,Mid-rise
flat,Bestech Park View City,Sector 48,1.76,9909,3,3,3+,south,Moderately Old,1576,0,1,0,1,0,Un-furnished,High,Mid-rise
flat,Hero Homes,Sector 104,1.4,15826,3,2,2,north,New Property,1117,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sare Crescent Parc,Sector 92,0.87,4971,4,4,2,east,Moderately Old,1584,0,0,1,0,0,Furnished,Medium,Low-rise
flat,Supertech Araville,Sector 79,0.8,5266,2,2,2,north-east,New Property,1677,1,0,0,0,0,Semi-furnished,Average,High-rise
flat,Godrej Nature Plus,Sector 33,1.75,8768,3,3,0,north-east,New Property,1996,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,DLF Regal Gardens,Sector 90,1.25,7339,3,3,3,north,Moderately Old,1541,0,1,0,0,0,Semi-furnished,Average,Skyscraper
house,Independent,Sector 56,2.99,20635,4,4,3,south,Moderately Old,1452,1,1,0,1,0,Un-furnished,Average,Low-rise
flat,Smart World Gems,Sector 89,1.1,9972,3,1,0,north-east,New Property,1103,0,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
flat,Shree Vardhman Flora,Sector 90,0.7,5384,2,2,3,north-east,New Property,1176,1,0,0,0,0,Semi-furnished,Low,High-rise
flat,La Vida By Tata Housing,Sector 113,1.93,12222,3,3,2,north-east,New Property,1429,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Godrej Nature Plus,Sector 33,1.5,10200,2,2,3+,south-east,Under Construction,1529,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,International City By Sobha Phase,Sector 109,5.75,16428,4,4,2,south-east,Relatively New,4800,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.13,7574,4,4,3,north,Relatively New,2600,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,Eros Rosewood Villas,Sector 49,2.8,15555,3,3,3,east,Moderately Old,1900,0,0,0,1,0,Semi-furnished,Medium,Low-rise
flat,Ansal Height Height Heights,Sector 86,0.78,5735,2,2,1,east,New Property,1231,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Unitech The Palms,Sector 41,2.75,16768,3,3,2,north-east,Old,1484,0,0,0,0,0,Furnished,Medium,High-rise
flat,Adani Oyster Greens,Sector 102,1.9,10058,3,3,3+,north-east,Relatively New,2085,1,0,1,1,0,Semi-furnished,Low,Mid-rise
house,Independent,Sector 9,1.65,18333,2,3,1,east,Old,900,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 14,6.5,20635,4,4,0,east,Moderately Old,3156,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Sobha City,Sector 108,2.9,14478,3,4,2,east,New Property,1813,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,The Center Court,Sector 88A,2.1,12173,4,4,3,east,New Property,1745,1,1,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
house,Independent,Sector 39,5.15,14072,5,2,1,east,Relatively New,3638,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,ATS Triumph,Sector 104,1.95,8515,3,3,3+,north-east,New Property,2528,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.0,6578,4,2,3+,south-east,Relatively New,2545,0,1,1,0,0,Semi-furnished,Medium,Low-rise
flat,Paras Dews,Sector 106,1.14,6000,3,4,3,south,Relatively New,1305,1,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Vatika Independent Floors,Sector 82,1.45,8056,4,3,0,north-east,Relatively New,1800,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Tulip Violet,Sector 69,1.31,8517,3,3,2,east,Relatively New,1392,0,0,0,1,0,Un-furnished,High,High-rise
flat,Mapsko Casa Bella,Sector 82,1.75,6903,4,2,3+,west,Relatively New,2535,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,DLF Royalton Tower,Sector 43,6.5,22108,4,2,2,west,Relatively New,2661,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Tulip Violet,Sector 69,1.28,8111,3,3,2,south-west,Relatively New,1428,0,0,0,1,0,Un-furnished,Average,High-rise
flat,Shree Vardhman Victoria,Sector 70,1.15,8518,2,2,2,south-west,Relatively New,1490,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,SS Residency Residency,Sector 85,1.18,7170,2,2,3,west,Relatively New,1630,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Shree Vardhman Flora,Sector 90,0.92,4906,3,1,3,north-east,Relatively New,1489,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Bestech Park View Ananda,Sector 81,1.15,6927,3,2,3+,east,Relatively New,1348,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,DLF Beverly Park,Sector 25,8.0,15384,5,2,3+,north-east,Old,5740,1,1,0,1,1,Furnished,Low,Low-rise
flat,SS Residency Residency Hibiscus,Sector 50,6.0,12272,4,3,3,south-east,Moderately Old,3982,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,HCBS Sports Ville,Sohna Road,0.29,5587,2,2,1,north-east,Relatively New,519,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Tata Primanti,Sector 72,3.25,10545,3,3,3,south,Moderately Old,2986,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,Signature Global City,Sector 63,1.5,6289,3,3,2,east,New Property,2385,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Signature Global Park,Sohna Road,0.9,6289,3,3,3,west,Relatively New,1588,0,0,0,1,0,Semi-furnished,High,Low-rise
house,Independent,Sector 3 Phase 2,0.4,8000,2,1,1,south,Relatively New,500,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Godrej,Sector 79,1.34,8524,2,2,3,north-west,Relatively New,1423,1,0,0,0,0,Semi-furnished,High,Low-rise
house,Independent,Sector 11,2.2,12222,4,3,3,south,Old,1800,1,0,0,1,0,Semi-furnished,Low,Low-rise
flat,Railway Officers Rpf Society,Sector 9A,1.3,5039,4,4,3+,east,Old,2580,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,Independent,Sector 25,4.31,32033,5,4,3,north,Old,1353,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Signature Global Park,Sector 36,0.85,11333,3,2,3,north-east,New Property,828,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,The Penthouses At The Hibiscus,Sector 50,8.5,8500,4,4,3,south-east,Moderately Old,11038,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Godrej,Sector 79,1.34,8524,3,3,3,east,Relatively New,1423,0,0,0,0,0,Semi-furnished,High,Mid-rise
flat,Ramprastha The Edge Towers,Sector 37D,0.98,5536,3,3,3+,north-east,Relatively New,1675,0,0,0,1,0,Semi-furnished,High,Mid-rise
flat,Ramprastha Primera,Sector 37D,1.02,6000,3,2,3,north-east,Relatively New,1538,0,0,0,0,0,Semi-furnished,Average,Skyscraper
flat,Indiabulls Centrum Park,Sector 103,1.32,7787,3,3,3+,north-east,Relatively New,1300,1,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,La Vida By Tata Housing,Sector 113,2.35,10599,3,3,3,north-east,New Property,2210,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Bhagwati Sadan,Sector 12,1.15,5750,3,4,2,north-east,Old,2000,1,1,0,0,1,Un-furnished,Low,Low-rise
flat,Madhur Jeevan Apartments,Sector 56,1.59,8594,4,3,3+,north,Old,1900,0,0,0,0,1,Un-furnished,Average,Low-rise
flat,Valley View Estate,Gwal Pahari,0.38,6089,1,1,1,north-east,Moderately Old,624,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,CHD Avenue,Sector 71,1.15,6526,3,3,2,east,Moderately Old,1536,0,1,0,0,0,Un-furnished,Medium,High-rise
house,Vipul Tatvam Villa,Sector 48,8.4,21000,4,2,1,north,Moderately Old,4000,1,1,0,1,0,Un-furnished,Average,Low-rise
flat,Pareena Mi Casa,Sector 68,1.15,9236,2,2,3,east,New Property,1127,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Tulip Lemon,Sector 69,0.6,11407,2,1,1,north-east,Relatively New,526,0,0,0,0,0,Semi-furnished,Low,High-rise
house,International City By Sobha Phase,Sector 109,6.1,25076,5,2,2,east,Moderately Old,2435,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,Supertech Hues,Sector 68,0.9,7627,2,2,2,east,New Property,1302,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Birla Navya,Sector 63A,3.5,25926,3,3,3,north-east,New Property,1490,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Paras Dews,Sector 106,1.15,6052,3,4,3,north-west,Relatively New,1305,1,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Tulip Monsella,Sector 53,6.02,20816,3,3,3,north-east,Under Construction,2892,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Mapsko Mount Ville,Sector 79,1.28,8557,3,3,3,south,Relatively New,1261,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,Tarc Maceo,Sector 91,0.95,5954,2,2,2,east,Relatively New,1186,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,The Serenas,Sector 36,0.42,7910,2,2,1,north-east,New Property,531,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Godrej Summit,Sector 104,1.16,6387,3,4,3+,east,Relatively New,2004,0,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 57,3.8,26151,2,2,3,east,Relatively New,1461,0,0,1,1,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 8,1.6,3176,4,2,1,east,Relatively New,5038,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 49,4.45,15451,6,2,0,north,Moderately Old,2886,1,1,1,1,0,Furnished,High,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.04,8320,2,2,3,east,New Property,1550,0,0,0,0,1,Semi-furnished,Medium,High-rise
flat,Valley View Estate,Gwal Pahari,1.5,8278,4,4,3+,north,Old,2000,1,1,0,0,1,Semi-furnished,Medium,Mid-rise
house,Unitech Espace,Sector 50,11.0,33951,4,4,1,north,Moderately Old,3256,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Ireo The Corridors,Sector 67A,2.0,11580,3,3,2,north-east,New Property,1343,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,Godrej Nature Plus,Sector 33,1.5,9677,3,3,3,east,New Property,1403,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Uppal Southend,Sector 49,4.4,15278,6,2,0,north,Moderately Old,2886,1,1,1,1,0,Furnished,Medium,Low-rise
flat,Conscient Heritage Max,Sector 102,2.2,10237,3,4,3+,east,Relatively New,1186,1,1,0,0,0,Un-furnished,Average,High-rise
flat,DLF The Crest,Sector 54,11.0,35484,4,2,3+,north-east,Relatively New,3422,1,1,0,1,0,Semi-furnished,Average,Mid-rise
flat,BPTP Terra,Sector 37D,1.55,8558,3,3,3+,south,Relatively New,1639,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 6,0.75,10518,2,2,1,east,Moderately Old,713,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Bestech Park View Residency,Sector 2,1.36,7646,3,3,3+,south-west,Moderately Old,1611,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global Solera,Sector 107,0.51,7906,3,2,2,south,Relatively New,712,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,Ansal Height Height Heights,Sector 92,0.72,4500,3,3,3,south-west,Relatively New,1700,0,1,0,0,0,Semi-furnished,Average,Mid-rise
house,DLF The Arbour,Sector 63,8.5,21519,4,4,1,east,New Property,3950,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
house,Independent,Sector 23,2.9,11600,4,4,2,east,Relatively New,2500,0,1,0,0,0,Un-furnished,Average,Low-rise
flat,Apartment,Sector 92,0.75,4687,3,4,3,east,Moderately Old,1766,1,0,0,0,0,Semi-furnished,Medium,Low-rise
house,International City By Sobha Phase,Sector 109,6.0,9634,4,3,1,north-east,Moderately Old,6241,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,DLF City Plots Phase,Sector 25,10.5,29294,4,4,1,east,Old,3584,0,1,0,1,0,Un-furnished,Medium,Low-rise
flat,Supertech Araville,Sector 79,0.72,6061,2,2,3+,north,New Property,1276,0,0,0,0,1,Semi-furnished,Average,High-rise
flat,CHD Avenue,Sector 71,1.12,6215,3,4,3,south-east,Moderately Old,1631,0,1,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Smart World Orchard,Sector 61,1.57,13652,2,2,2,north-east,New Property,1150,1,0,0,0,1,Semi-furnished,Medium,Low-rise
flat,Supertech Araville,Sector 79,0.95,6209,2,2,3,north-east,New Property,1385,1,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Pioneer Araya,Sector 62,10.75,19500,5,1,3,north-east,Relatively New,4990,0,1,0,0,0,Un-furnished,High,High-rise
flat,M Skycity,Sector 65,2.8,15317,3,3,0,north-east,Relatively New,1828,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,ATS Tourmaline,Sector 109,1.45,6744,3,1,3+,north-west,Relatively New,1797,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,ATS Marigold,Sector 89,1.7,9714,3,3,3+,north,New Property,1932,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Orris Carnation Residency,Sector 85,0.9,4531,4,4,3,east,Moderately Old,1575,0,0,0,0,0,Un-furnished,Average,Mid-rise
house,DLF City Plots,Sector 26,13.5,29862,5,2,1,east,Moderately Old,4527,1,1,0,0,1,Un-furnished,Medium,Low-rise
house,Independent,Sector 38,3.5,20323,3,2,3,east,Moderately Old,1712,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Sidhartha Ncr One,Sector 95,0.56,4106,2,2,2,north-east,New Property,1364,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,DLF The Ultima,Sector 81,2.3,10936,3,3,3+,east,Relatively New,1617,1,1,0,1,1,Furnished,Average,High-rise
flat,Sare Homes,Sector 92,1.18,5207,4,4,3,north,Relatively New,2501,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Vatika Sovereign Park,Sector 99,3.25,9672,4,4,3+,north-east,New Property,3041,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 25,11.0,35484,5,2,0,east,Relatively New,3102,1,1,1,1,0,Semi-furnished,Low,Low-rise
flat,Bestech Park View Grand Spa,Sector 81,4.0,9523,4,2,3+,west,Relatively New,3801,0,1,0,0,0,Un-furnished,Medium,High-rise
house,Independent,Sector 3,0.9,10000,3,4,1,east,Moderately Old,3500,0,0,0,0,1,Un-furnished,Average,Low-rise
flat,Central Park Flower Valley,Sector 33,1.4,21538,3,3,3,north-east,New Property,650,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Spaze Privvy The Address,Sector 93,1.45,8033,3,4,2,north-east,Relatively New,1350,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Smart World Orchard,Sector 61,2.6,14723,3,3,2,north-east,New Property,1475,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Mapsko Royale Ville,Sector 82,1.15,6424,3,4,2,north-east,Relatively New,1620,0,1,0,1,0,Un-furnished,Medium,High-rise
house,Vipul Tatvam Villa,Sector 48,18.5,26442,4,4,1,east,Moderately Old,7000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Indiabulls Centrum Park,Sector 103,1.33,8580,3,3,3+,east,Relatively New,1665,1,0,0,0,0,Semi-furnished,High,Mid-rise
flat,DLF The Ultima,Sector 81,2.12,10080,3,3,3+,south,Relatively New,1650,1,1,0,1,1,Furnished,Average,Mid-rise
flat,Emaar Palm Gardens,Sector 83,1.4,9675,3,3,3,north,Relatively New,1577,0,1,0,0,0,Furnished,Medium,High-rise
flat,Raheja Navodaya,Sector 92,0.62,4807,2,2,2,north-east,New Property,1498,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Ashiana Mulberry,Sohna Road,0.74,6016,2,2,3+,north-east,Relatively New,1358,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Shyam Sadan,Sector 3 Phase 2,0.55,6470,2,2,1,west,Relatively New,773,1,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Satya The Hermitage,Sector 103,0.89,6137,2,3,3,north-east,Relatively New,1253,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Pyramid Urban Homes,Sector 86,0.5,9615,2,2,1,north-east,Relatively New,520,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 105,1.2,10122,3,1,3,north-west,Old,1186,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Pareena Coban Residences,Sector 99A,1.02,8793,2,2,3,north,Relatively New,1430,1,0,0,0,0,Semi-furnished,High,Low-rise
flat,Alpha Corp One,Sector 84,2.24,6523,4,4,3,west,Relatively New,3154,0,1,0,0,0,Semi-furnished,Low,High-rise
flat,Central Park Flower Valley,Sector 33,3.3,13750,3,3,3,north-east,Under Construction,2649,1,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,ILD Greens,Sector 37C,0.9,5614,3,3,3,north-east,Relatively New,1500,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,M Merlin,Sector 67,3.32,14079,3,4,3,north-west,New Property,2010,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,ROF Ananda,Sector 95,0.2,5599,1,1,1,south-west,Relatively New,357,0,0,0,1,0,Semi-furnished,Average,Low-rise
flat,Brisk Lumbini Terrace Homes,Sector 109,1.38,6338,3,1,1,north-east,Moderately Old,2403,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Silverglades The Melia,Sohna Road,1.01,7000,2,2,3,north-east,New Property,1180,1,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Experion The Heartsong,Sector 108,0.97,9238,2,2,3,north-east,Relatively New,1159,0,1,0,0,0,Semi-furnished,High,High-rise
house,Independent,Sector 24,2.6,24074,4,1,3,east,Relatively New,1082,1,0,1,1,0,Furnished,Low,Mid-rise
flat,Kanchanjanga Tower,Sector 56,1.45,7631,3,3,3+,north,Moderately Old,1719,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Signature Global Park,Sohna Road,0.75,6938,3,2,3+,east,New Property,1193,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Ireo Uptown,Sector 66,2.4,13064,3,2,3,north-east,Relatively New,1700,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,Pgr Shree Kripaluji Apartment,Sector 52,1.4,6086,3,3,3+,north-east,Relatively New,2539,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Dnha Group Housing Society,Manesar,0.75,4518,3,2,2,north-east,Moderately Old,1502,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Alpha Corp One,Sector 84,1.15,7496,2,2,3,north-east,Relatively New,1356,1,0,0,0,0,Un-furnished,Average,Mid-rise
